,FIPS,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline
Date,,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
29,1059,-17.0,-22.0,-15.0,-24.0,-30.0,-29.0,-31.0,-31.0,-34.0,-22.0,-33.0,-33.0,-35.0,-35.0,-35.0,-36.0,-25.0,-36.0,-38.0,-40.0,-16.186184692385865,-40.0,-40.0,-46.0,-30.0,-1.6231145939343496,-0.9141587163372386,-17.0,-4.0,-5.0,-1.0,3.0,2.212635760242374,1.3768854060656506,0.0,-1.0,7.0,3.0,-4.0,2.6808279225585028,4.134227398081859,-21.391678092858424,0.0,-6.0,-2.0,-4.0,-1.0,6.255556402073755,6.749909070513962,1.0,-4.0,-6.0,3.0,0.0,2.303942516492852,-1.9574430761127715,-5.0
30,1061,-17.0,-20.0,-11.0,-23.0,-13.65153311070539,-4.936457480843978,-23.420169765841184,-29.0,-28.0,-31.0,-29.0,-28.0,-21.188806420976977,-28.38854378712939,-30.0,-37.0,-30.0,-29.0,-28.0,-24.756101978989985,-32.31013542496887,-29.0,-36.0,-33.0,-34.0,-32.0,-27.019091302565986,-14.0,3.0,-16.0,2.0,2.0,0.0,3.0,5.0,-1.0,6.0,6.0,5.0,5.0,4.0,4.0,9.0,4.0,5.0,3.0,4.0,2.0,-4.0,6.0,8.0,4.0,7.0,8.0,3.0,-2.0,1.0
31,1063,-1.0,-8.0,-10.0,-11.0,-14.0,-4.0,-11.0,-21.0,-25.0,-26.0,-26.0,-30.0,-18.0,-14.0,-26.0,-28.0,-26.0,-27.0,-29.0,-10.0,-21.0,-29.0,-31.0,-30.0,-31.0,-39.0,-21.0,-2.0,-11.0,-26.0,5.0,4.0,0.0,1.0,0.0,-1.0,0.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,-3.0,-2.0,-6.0,3.0,0.0,1.0,2.0,2.0,-1.0,-1.0,-4.0,-2.0
32,1065,-8.0,-6.0,-14.0,-15.0,-18.0,-14.0,-26.0,-23.0,-21.0,-24.0,-26.0,-28.0,-17.0,-28.0,-26.0,-28.0,-28.0,-26.0,-28.0,-27.0,-33.0,-31.0,-29.0,-32.0,-32.0,-42.0,-27.0,4.552068607643036,1.528927004246131,-23.0,-2.0,0.0,0.0,0.0,2.0,1.4826437974523212,-5.0,-2.0,0.0,2.0,-2.0,2.0,2.0,2.3984606626293927,-2.0,-4.0,4.0,2.0,12.069424810190714,6.517356202547678,3.6100400903204264,-2.0,9.0,1.2429908120594049,2.0,3.5404978059445833,-3.4363605906585115
33,1067,-7.0,-19.0,-15.0,-24.0,-29.0,-16.937398227630634,-22.390077383864696,-25.0,-34.0,-26.0,-26.0,-33.0,-14.167436384316368,-28.366935780467795,-25.0,-36.0,-35.0,-33.0,-33.0,-25.87848479639134,-34.64904469208696,-34.0,-40.0,-39.0,-39.0,-44.0,-25.396278436239403,3.984667715205202,0.056730500582497234,-22.0,-9.0,-4.0,-7.0,2.0,7.364151187979399,0.40962420756389806,1.0,-3.0,0.0,1.0,-2.0,3.262153220701035,2.315538305175259,-5.0,-4.0,-2.0,-1.0,0.0,11.62842859211553,5.066069351034033,5.0,-1.0,1.0,-1.0,-5.0,7.411542838110359,-3.393594524895816
34,1069,-14.0,-20.0,-22.0,-20.0,-24.0,-19.0,-25.586332978454546,-33.0,-29.0,-30.0,-31.0,-32.0,-14.0,-29.711780848306063,-34.0,-37.0,-31.0,-37.0,-36.0,-31.0,-39.0,-33.0,-40.0,-37.0,-41.0,-45.0,-29.0,-6.0,2.0,-13.0,5.0,4.0,-1.0,0.0,-6.0,-9.0,5.0,4.0,2.0,1.0,-2.0,-6.0,-2.0,5.0,-1.0,-4.0,1.0,2.0,0.0,-11.0,4.0,2.0,4.0,2.0,-2.0,4.0,-9.0
35,1071,-4.0,-13.0,-15.0,-18.0,-18.0,-10.0,-24.0,-22.0,-24.0,-24.0,-28.0,-26.0,-23.0,-29.0,-24.0,-29.0,-27.0,-26.0,-31.0,-23.0,-33.0,-26.0,-30.0,-32.0,-31.0,-42.0,-21.0,-1.0,-6.0,-18.0,2.0,3.0,-1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,-1.0,1.0,-3.0
36,1073,-4.0,-11.0,-15.0,-17.0,-21.0,-17.0,-23.0,-24.0,-25.0,-28.0,-28.0,-28.0,-19.0,-30.0,-30.0,-32.0,-30.0,-32.0,-32.0,-24.0,-36.0,-34.0,-35.0,-36.0,-36.0,-43.0,-29.0,5.0,1.0,-16.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,6.0,6.0,1.0,7.0,-1.0,2.0,1.0,2.0,4.0,3.0,8.0,-2.0
37,1075,-5.0,-11.0,-15.0,-17.0,-23.0,-13.0,-26.0,-29.0,-30.0,-30.0,-32.0,-31.0,-15.0,-25.0,-30.0,-33.0,-32.0,-31.0,-31.0,-19.0,-33.0,-34.0,-36.0,-35.0,-38.0,-42.0,-21.0,2.0,-1.0,-14.0,-1.0,1.0,-1.0,1.0,6.0,-1.0,-1.0,3.0,1.0,2.0,1.0,7.0,2.0,0.0,2.0,0.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,1.0,-2.0,3.0,
38,1077,-7.0,-16.0,-25.0,-31.0,-33.0,-36.0,-23.0,-34.0,-42.0,-43.0,-44.0,-44.0,-45.0,-29.0,-36.0,-44.0,-46.0,-46.0,-45.0,-45.0,-31.0,-38.31544795357883,-42.0,-46.0,-48.0,-48.0,-48.0,-52.0,-32.0,-1.8535551541627509,-1.6971786040434607,-12.0,-4.0,7.0,-3.0,0.0,1.0631547289414185,0.07459670545771653,-4.0,1.0,0.0,3.0,4.0,-0.28268600800212756,-1.4560016647940837,2.9885580234837024,3.0,7.0,-3.0,1.0,0.0,3.028828799392525,0.7817070137832185,0.0,4.0,-3.0,0.0
39,1079,0.0,-0.6916814738870927,-7.829432908286229,-6.0,-10.0,-12.0,-9.0,-17.0,-7.758853185719966,-18.56688228823851,-26.76902674442299,-24.0,-19.0,-24.0,-27.0,-28.0,-27.178022210307955,-27.789162132377406,-25.0,-27.0,-32.0,-32.0,-32.0,-30.054461317503304,-33.40030205444685,-26.0,-30.0,-31.0,-27.0,-39.0,-29.876439107195345,-1.0,2.0,-13.0,1.0,1.0,0.0,0.0,4.0,5.0,3.0,3.0,2.0,2.0,0.0,4.0,5.0,2.0,4.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0
40,1081,3.0,0.0,1.0,-1.0,-3.0,-11.0,-15.0,-17.0,-24.0,-18.0,-27.0,-28.0,-32.0,-32.0,-31.0,-34.0,-24.0,-33.0,-34.0,-35.0,-36.0,-35.0,-38.0,-30.0,-36.0,-38.0,-39.0,-40.0,-40.0,-46.0,-29.0,-4.0,6.0,-15.0,1.0,2.0,-2.0,3.0,9.0,3.0,1.0,4.0,6.0,1.0,0.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0
41,1083,4.0,1.0,9.0,2.0,-2.0,-7.0,-11.0,-17.0,-21.0,-6.0,-21.0,-23.0,-25.0,-22.0,-26.0,-29.0,-12.0,-25.0,-27.0,-29.0,-29.0,-29.0,-33.0,-14.0,-30.0,-31.0,-30.0,-29.0,-34.0,-48.0,-22.0,2.0,-2.0,-17.0,1.0,1.0,0.0,3.0,8.0,2.0,2.0,4.0,3.0,3.0,2.0,7.0,5.0,3.0,1.0,1.0,0.0,1.0,7.0,-4.0,-7.0,-9.0,-8.0
42,1085,-10.0,-9.0,-1.0,-10.0,-19.0,-24.0,-26.0,-31.0,-35.0,-19.0,-33.0,-35.0,-36.0,-39.0,-39.0,-39.0,-26.0,-36.0,-44.0,-47.0,-46.0,-46.0,-46.0,-30.0,-43.0,-47.0,-48.0,-49.0,-49.0,-53.0,-32.0,4.0,0.0,-23.0,3.0,4.0,1.0,3.0,10.0,4.0,2.0,4.0,2.0,4.0,2.0,14.0,8.0,3.0,2.0,2.0,4.0,2.0,11.0,4.0,3.0,-1.0,2.0
43,1087,3.0,-1.0,10.0,-3.0,-11.0,-19.0,-24.0,-25.0,-30.0,-12.0,-27.0,-35.0,-37.0,-39.0,-39.0,-39.0,-17.0,-32.0,-42.0,-44.0,-43.0,-42.0,-44.0,-25.0,-37.0,-46.0,-47.0,-49.0,-48.0,-51.0,-24.0,0.144089669418335,-4.983627381882449,-23.0,4.0,1.0,-1.0,6.0,10.879167601624397,1.0847549748691534,4.0,3.0,7.0,4.0,-4.0,4.291999263522759,1.017885336267804,1.0,-1.0,-3.0,-3.0,0.0,15.136248151892342,8.0356371205165,4.0,3.0,1.0
44,1089,3.0,0.0,2.3324524652647427,-5.0460924180521465,-10.0,-14.0,-16.0,-26.0,-35.0,-18.03032798482313,-27.739616086656824,-32.0,-34.0,-32.0,-33.0,-34.0,-19.781332984282297,-30.61699304335625,-35.0,-40.0,-38.0,-40.0,-41.0,-25.10933485110858,-35.365197701499845,-37.0,-44.0,-47.0,-44.0,-54.0,-29.388591014577777,-3.0,-8.0,-17.0,-5.0,-3.0,-4.0,2.0,9.0,-8.0,-4.0,-5.0,-4.0,-4.0,0.0,-6.0,-8.0,-1.0,-5.0,-6.0,-3.0,1.0,2.0,-3.0,-6.0,-10.0,-10.0
45,1091,-8.0,-3.0,-2.0,-10.0,-9.0,-16.0,-23.0,-27.0,-27.0,-23.0,-32.0,-31.0,-34.0,-33.0,-33.0,-35.0,-31.0,-37.0,-38.0,-43.0,-39.0,-39.0,-36.0,-34.0,-39.0,-39.0,-47.0,-45.0,-43.0,-51.0,-39.0,3.0,1.0,-30.0,2.0,3.0,0.0,1.0,7.0,3.0,0.0,4.0,2.0,2.0,2.0,8.0,4.0,2.0,3.0,4.0,2.0,1.0,6.0,3.0,2.0,1.0,3.0
46,1093,2.0,0.0,5.0,-10.0,-17.0,-26.0,-30.0,-34.0,-37.0,-20.0,-33.0,-44.0,-46.0,-45.0,-45.0,-45.0,-27.0,-38.0,-50.0,-52.0,-51.0,-52.0,-51.0,-33.0,-43.0,-54.0,-54.0,-54.0,-55.0,-56.0,-36.0,9.0,4.0,-15.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,-2.0,2.0,2.0,0.0,0.0,2.0,6.0,3.0,18.0,8.0,2.0,4.0,-1.0
47,1095,2.0,0.0,7.0,2.0,-2.0,-11.0,-9.0,-13.0,-16.0,-7.0,-13.0,-25.0,-23.0,-24.0,-21.0,-26.0,0.0,-17.0,-26.0,-26.0,-25.0,-27.0,-28.0,-7.0,-19.0,-27.0,-26.0,-29.0,-28.0,-34.0,-9.0,-6.0,1.0,-13.0,1.0,3.0,-1.0,-1.0,-1.0,-3.0,-1.0,-1.0,-3.0,-3.0,0.0,-6.0,4.0,0.0,0.0,-2.0,-2.0,2.0,4.0,6.0,3.0,3.0,1.0
48,1097,-2.0,2.0,-2.0,-4.0,-2.0,-7.0,-10.0,-14.0,-18.0,-12.0,-23.0,-26.0,-27.0,-26.0,-25.0,-29.0,-22.0,-24.0,-28.0,-29.0,-28.0,-30.0,-29.0,-27.0,-31.0,-30.0,-31.0,-32.0,-31.0,-37.0,-32.0,2.0,-2.0,-16.0,3.0,1.0,-2.0,0.0,-4.0,-1.0,-3.0,3.0,0.0,-1.0,1.0,3.0,0.0,0.0,3.0,1.0,-1.0,1.0,9.0,2.0,1.0,-1.0,0.0
49,1099,-1.0,-1.0,5.0,-5.0,-11.0,-13.0,-18.0,-20.0,-22.0,-13.0,-27.0,-28.0,-28.0,-30.0,-29.0,-33.0,-17.0,-30.0,-31.0,-32.0,-33.0,-33.0,-36.0,-22.0,-31.0,-37.0,-37.0,-40.0,-39.0,-45.0,-28.0,2.0,-4.0,-2.0,2.0,2.0,-2.0,0.0,4.0,2.0,-23.0,-37.0,-12.0,-8.0,-7.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0
50,1101,0.0,-6.0,1.0,0.0,-4.0,-10.0,-17.0,-24.0,-26.0,-14.0,-23.0,-28.0,-29.0,-31.0,-32.0,-32.0,-21.0,-29.0,-34.0,-36.0,-36.0,-37.0,-37.0,-24.0,-33.0,-37.0,-38.0,-39.0,-40.0,-45.0,-28.0,7.0,-3.3969543895893026,-13.0,1.0,-1.0,-5.0,-1.0,2.0,-1.1598021994794385,-3.0,-4.0,-4.0,-1.0,1.0,-2.0,1.898981348654535,3.0,2.0,0.0,-1.0,2.0,7.0,8.262691929041765,3.0,-2.0,1.0
51,1103,-4.0,0.0,7.0,2.4557412546362523,-4.0,-11.0,-13.0,-19.0,-21.0,-15.0,-22.0,-26.0,-24.0,-29.0,-28.0,-30.0,-22.0,-27.0,-27.0,-35.0,-30.0,-34.0,-31.0,-28.0,-34.0,-33.0,-36.0,-34.0,-37.0,-38.0,-24.0,3.0,-4.0,-28.0,1.0,-1.0,0.0,2.0,15.0,0.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,2.0,1.0,-2.0,1.0,3.0,16.0,4.0,3.0,2.0,1.0
52,1105,2.0,-1.0,3.0,-8.0,-16.0,-21.0,-28.0,-32.0,-36.0,-20.0,-29.0,-33.0,-35.0,-36.0,-36.0,,-38.0,-22.0,-34.0,-40.0,-43.0,-41.0,-42.0,-42.0,-29.0,-38.0,-43.0,-45.0,,,-46.0,-45.0,-50.0,-29.0,3.0,2.0,,-17.0,-3.0,2.0,-1.0,0.6492758683396714,2.0,,9.0,5.0,0.0,2.0,2.0,3.0,1.0,10.0,5.0,1.0,3.0,5.815365734890117,
53,1107,1.570965133345099,2.0,2.0,2.0,8.0,6.0,4.0,-13.404026781135164,-1.0,2.0,2.0,0.0,-3.466677621002767,5.0,-30.116058483334598,,-2.0,-6.0,-14.0,-17.0,-20.0,-25.0,,-13.0,-27.0,-29.0,-32.0,-32.0,-20.36537125673525,-36.789371159770376,-18.600680762139948,-33.0,-34.0,-17.0,-27.0,-32.0,-36.0,-33.085792143548005,-36.0,-35.0,-36.0,-23.0,-25.284966539018775,-34.0,-16.3330526568902,-3.1180739508635393,-36.0,-38.0,-38.0,-40.0,-49.0,-31.0,-3.6952294013678086,4.205356176107151,-1.1890721176147754,-17.0,
54,1109,-6.0,-2.0,5.806110621733472,-5.8744184400747566,1.3665259014854767,-6.0,-5.0,8.119277944989776,0.7535316605317959,-7.0,-2.0,-3.635591799527397,-3.0,-2.0,-5.0,5.325518340023298,2.74241822928,3.0,-1.5277908680437886,-24.537303619278934,-6.0,-5.0,-3.0,-7.0,14.685595091228494,5.783858743411795,-25.757823881325002,0.0,-12.0,-6.0,-26.093142954350814,-6.0,-7.0,7.021648117661192,-22.561197426113555,-1.86251965214336,-15.0,-23.0,-22.0,-27.0,-25.0,-9.344621672304669,-22.478781612393046,-32.0,-31.0,-39.0,-41.0,-29.0,-9.760245847556746,-23.69095915039731,-32.88066281949805,-37.0,-39.0,-33.0,-37.0,-37.0,-18.83650248066713
55,1111,-19.573452311434174,-32.76619046078583,-35.0,-42.0,-7.4929115367061225,-44.0,-43.0,-44.0,-21.418822136086646,-0.5690940459638444,0.1381880919276888,-23.0,-3.0,-2.0,0.0,1.0,1.4309059540361555,0.7236238161446222,3.0,-2.0,1.0,-2.0,5.0,2.0,3.1381880919276885,4.0,2.0,-1.0,5.0,6.0,5.999999999999999,1.0163416782530892,3.0,-2.0,-2.0,-4.305424464923486,0.0,-1.0,-2.2763761838553775,-9.569094045963844,-13.0,-20.0,-20.0,-18.0,-23.0,-21.292717862108464,-28.585435724216936,-26.0,-32.0,-30.0,-34.0,-36.0,-28.430905954036156,-33.170871448433864,-32.0,-34.0,-33.0
56,1113,-31.0,-35.0,-31.016341678253088,-36.878153586325396,-33.0,-36.0,-30.0,-32.0,-36.0,-30.447247632289248,-5.0,-1.0,-15.0,1.0,-2.0,-1.0,0.0,-6.0,-1.0,2.0,1.0,0.0,2.0,-1.0,-2.0,5.0,3.0,0.0,-1.0,2.0,0.0,-5.0,-4.0,-10.0,-11.0,-15.0,-12.0,-15.0,-7.0,-8.0,-10.0,-15.0,-20.0,-23.0,-27.0,-17.0,-22.0,-27.0,-31.0,-30.0,-29.0,-34.0,-21.0,-25.0,-32.0,-38.0,-36.0
57,1115,-35.0,-33.0,-25.0,-31.0,-35.0,-41.0,-38.0,-38.0,-44.0,-34.0,2.0,-12.0,-17.0,-8.0,0.0,-2.0,6.0,-3.0,0.0,-1.0,3.0,4.0,0.0,5.0,-5.0,-7.0,-1.0,2.0,2.0,1.0,1.0,-3.0,-7.0,-1.0,-1.0,2.0,-2.0,3.0,-5.0,-10.0,-7.0,-11.0,-15.0,-15.0,-26.0,-20.0,-26.0,-26.0,-24.0,-22.0,-27.0,-28.0,-27.0,-22.0,-31.0,-31.0,-35.0
58,1117,-34.0,-34.0,-26.0,-31.0,-38.0,-39.0,-41.0,-39.0,-47.0,-26.0,-2.0,-4.0,-22.0,-2.0,0.0,-1.0,3.0,-1.0,-1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,0.0,-3.0,-1.0,3.0,4.0,1.0,3.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-12.0,-19.0,-19.0,-23.0,-25.0,-18.0,-23.0,-29.0,-32.0,-34.0,-34.0,-33.0,-26.0,-27.0,-34.0,-39.0,-37.0
59,1119,-38.0,-37.0,-29.0,-35.0,-40.0,-42.0,-42.0,-40.0,,-43.0,-27.0,3.0,0.0,-13.0,1.0,,2.0,1.0,1.0,4.0,2.0,1.0,,2.0,1.0,4.0,3.0,4.0,3.0,,0.0,3.0,0.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,4.0,1.0,5.0,,-29.41781277204939,-5.0,-12.0,-17.0,-23.0,-25.0,-29.0,-11.975044781209553,-17.0,-28.0,-36.0,-36.0,
60,1121,-38.0,-36.0,1.580865552564831,-38.0,-22.0,-34.0,-36.0,-38.0,-38.0,-4.282374375881759,-37.0,-39.0,-25.0,-37.0,-40.0,-42.0,-41.0,-42.0,-51.0,-26.0,3.0,0.0,-20.0,-15.912393417896482,1.4163756746160139,-1.0,1.0,0.0,2.0,6.0,2.0,0.8415480478600793,0.0,3.0,3.0,3.0,-34.79003101594861,1.0,7.0,-8.038007340733687,4.0,1.0,2.0,0.0,2.0,0.0,-15.464583280744847,8.0,8.0,1.0,-1.0,1.0,1.0,-5.0,6.0,-7.0,-19.0
61,1123,-28.0,-35.0,-37.0,-15.568185263943267,-21.801415555676073,-39.0,-23.0,-34.0,-47.0,-47.0,-47.0,-29.971690872748173,-48.0,-48.0,-25.0,-36.0,-7.853161431705659,-47.0,-49.0,-12.415892799400778,-48.0,-49.0,-48.0,-30.0,-41.0,-50.0,-16.043824090441493,-52.0,-52.0,-51.0,-56.0,-32.0,4.455969852839901,0.46575432998658955,-13.0,0.0,5.0,-3.0,7.0,4.019568954293378,4.702545696181413,0.5048922385733443,8.0,8.0,3.0,2.0,10.0,2.5048922385733445,0.9902155228533113,13.0,2.0,0.0,3.0,-9.03686948635014,2.0,9.416831944253145,2.9510776142665565
62,1125,3.0,5.0,2.0,5.0,2.0,0.9412931371198676,-3.048922385733443,-8.0,-11.0,-23.0,-29.0,-29.0,-12.04892238573344,-19.563599101453473,-30.0,-31.0,-34.0,-35.0,-31.0,-12.622305964333608,-26.0880602943202,-38.0,-35.0,-36.0,-35.0,-33.0,-19.62230596433361,-28.59295253289354,-33.0,-39.0,-38.0,-40.0,-45.0,-20.61252148718692,5.0,-4.0,-16.0,1.0,1.0,0.0,2.0,7.0,0.0,1.0,2.0,1.0,2.0,0.0,7.0,5.0,0.0,3.0,-1.0,1.0,1.0,10.0,2.0
63,1127,2.0,1.0,-1.0,1.0,-2.0,7.0,-4.0,-6.0,-12.0,-17.0,-19.0,-26.0,-14.0,-28.0,-34.0,-34.0,-35.0,-35.0,-37.0,-23.0,-33.0,-36.0,-37.0,-37.0,-38.0,-38.0,-22.0,-35.0,-40.0,-41.0,-42.0,-43.0,-50.0,-26.0,3.0,-3.0,-5.0,1.0,1.0,0.0,-1.0,10.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,9.0,5.0,1.0,-3.0,2.0,2.0,7.0,7.0
64,1129,4.0,2.0,2.0,5.0,2.0,8.0,-2.0,-2.0,-8.0,-12.0,-13.0,-21.0,-15.0,-21.0,-20.0,-23.0,-24.0,-25.0,-26.0,-14.0,-25.0,-28.0,-34.0,-36.0,-33.0,-34.0,-25.0,-30.0,-33.0,-35.0,-40.0,-39.0,-47.0,-31.0,0.0,-1.0,-13.0,0.0,1.0,-1.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,6.0,
65,1131,5.0,,4.0,3.0,1.0,1.0,-1.0,0.0,,-9.0,-21.0,-24.0,-29.0,-30.0,,,-33.0,-23.0,-32.0,-37.0,-38.0,,,-40.0,-41.0,-41.0,-29.0,-40.0,,,-43.0,-45.0,-45.0,-44.0,-44.0,-35.0,,-42.0,-44.0,-46.0,-47.0,-46.0,-49.0,,-35.0,2.0,-3.0,-26.180364540016523,-14.0,,,-28.72354581358791,1.0,2.0,3.0,6.0,
66,1133,6.0,5.0,-19.61666788053622,3.0,8.0,5.0,6.0,6.0,-0.2674543524175809,1.3085881720108252,13.0,6.0,6.0,7.0,4.0,-1.32122207712536,-0.44975255228694083,5.0,4.0,9.0,9.0,6.0,3.15935733805837,0.5762100717412129,6.0,5.0,6.0,4.0,9.0,6.0,-7.609710408557481,-3.0,-10.0,-13.0,-17.0,-18.0,-8.0,-28.702538029009293,-17.0,-25.0,-23.0,-19.40496188258574,-24.0,-33.90396798353705,-33.280810611247496,-3.912019254536079,-26.0,-27.0,-14.0,-24.0,-39.14680660800411,-28.0,-29.0,3.9432703594059433,-30.0,-29.0,-29.0
67,2020,-14.0,-26.0,-3.017158239427163,0.16491093606388466,-30.0,-31.0,-33.0,-31.0,-35.0,-19.633013712911865,-13.105589137150222,-15.0,1.8993584348234922,-2.7919459448693438,-3.0,3.0,-24.156707235001463,-16.42946659256183,4.0,-3.0,-4.0,4.0,-1.5033212325776462,-8.0,-27.160562164620746,-13.0,1.0,4.0,5.0,4.953057153336946,2.627555154244409,-23.95034371149966,1.0,-1.0,-3.0,-27.9228223316914,1.0,-9.674930036928481,-8.61963119663996,-21.539346802261917,10.0,10.496663714495112,7.275181216504285,8.0,-9.380060976000381,-1.0,0.0,-19.47891413343656,4.0,-5.0,4.473199817627207,2.3154665450848047,1.0,-20.154638494673545,-26.006736843582225,-1.0,-9.0
68,2050,,,-14.0,-11.0,-9.288624712291698,-15.5225583931249,3.5387171767275682,-24.429536553121487,,-20.0,-18.0,-21.0,-23.0,1.1700488884771225,,,2.7836530608151047,-25.0,-16.510107210282527,-28.67787593683266,-20.0,,,-25.0,-23.0,-5.3117467583979,-29.0,-23.0,,,-18.711948819792116,-30.483250324562174,-22.0,-29.0,-0.3147202462862395,-25.0,,-24.0,-36.0,-19.046932910675906,3.785494672179635,-10.480128585465891,-7.028123236841775,,-2.1201252048876396,-27.0,2.0,-2.0,0.0,-27.771621346973884,,-2.0,5.09895004262769,-1.764543037338014,4.0,4.0,
69,2090,0.0,-2.0,-4.0,2.3185045633245904,0.5207165189065527,2.0,2.0,-19.093768905646844,-28.257758537518747,-6.0,4.0,-4.0,14.30830301524708,8.955426888149901,4.0,,2.0,4.0,0.0,-4.0,4.279604734176337,-43.279892255934215,-48.125775853751875,-0.49507187163491667,2.0,-4.0,-10.0,-16.0,-23.337987813801472,-20.836010368128097,-27.0,-9.679852024001276,-21.582121243383572,-21.0,-24.0,-0.282432686274657,1.1527019411760289,-22.0,-25.0,-31.0,-11.274425621875094,-24.330848430190674,-29.0,4.627753299425252,-35.0,-29.0,-31.0,-38.0,-16.81749373080368,-28.91475683181651,1.9626236995419013,-27.0,-37.0,-39.0,-33.0,-44.0,-18.63279463880446
70,2110,-5.340239752469719,-2.0,4.0,-11.0,-5.0,0.0,-16.02551162641784,-2.0,-1.0,2.0,2.0,3.0,4.0,2.0,-29.98954978696605,-26.657219817189844,2.0,2.0,14.0,4.0,2.0,5.0,,3.0,2.0,2.0,0.0,4.0,-17.805129389357187,-17.805129389357187,6.0,4.0,3.0,4.0,1.0,4.657219817189843,3.874224146248125,-2.0,-2.0,-2.0,-6.0,-9.0,7.251551707503749,7.188663780627812,-12.0,-18.0,-16.0,-25.0,-21.0,-22.0,4.4056681096860935,-22.0,-23.0,-22.0,-14.0,-21.0,-23.0
71,2122,2.3427801828101567,-29.0,-29.0,-26.0,-28.0,-20.0,-27.0,-24.531443963437972,-28.0,-28.0,-31.0,-28.0,-36.0,-32.028340548430464,-23.0,0.0,3.0,-36.0,1.0,1.0,3.0,-36.279892255934215,,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,5.0,3.0,6.0,0.0,4.874224146248125,3.7484482924962506,3.0,3.0,3.0,-5.0,1.0,7.188663780627812,7.811336219372188,2.0,-12.0,-9.0,-9.0,-9.0,5.4056681096860935,3.028340548430469,-10.0,-2.0,-3.0,-13.0,-17.0,-23.0
